,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,71.43%,61.9%,70%,76.19%,66.67%,57.14%
agree,28.57%,28.57%,25%,23.81%,33.33%,23.81%
neutral,0%,9.52%,0%,0%,0%,14.29%
disagree,0%,0%,5%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,4.76%
na,0%,0%,0%,0%,0%,0%
responses,21.,21.,20.,21.,21.,21.
