,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,38.1%,42.86%,50%,38.1%,42.86%,52.38%
agree,28.57%,28.57%,35%,33.33%,19.05%,33.33%
neutral,19.05%,23.81%,10%,19.05%,4.76%,9.52%
disagree,4.76%,0%,0%,4.76%,19.05%,0%
strongly_disagree,9.52%,4.76%,5%,4.76%,14.29%,4.76%
na,0%,0%,0%,0%,0%,0%
responses,21.,21.,20.,21.,21.,21.
