,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,70%,66.67%,80%,70%,70%,90%
agree,30%,22.22%,20%,20%,20%,10%
neutral,0%,11.11%,0%,10%,10%,0%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,10.,9.,10.,10.,10.,10.
