,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,35.33%,33.93%,44.58%,27.54%,31.14%,25.75%
agree,30.54%,33.33%,40.36%,26.35%,34.73%,34.13%
neutral,20.96%,19.64%,11.45%,27.54%,23.95%,23.95%
disagree,8.98%,10.12%,1.2%,10.78%,8.38%,9.58%
strongly_disagree,3.59%,2.38%,0%,7.19%,1.2%,5.99%
na,0.6%,0.6%,2.41%,0.6%,0.6%,0.6%
responses,167.,168.,166.,167.,167.,167.
