,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,35.41%,33.43%,33.52%,33.9%,39.71%,25.14%
agree,45.04%,42.57%,47.44%,47.58%,48.57%,29.43%
neutral,13.31%,15.14%,13.64%,11.68%,7.71%,23.71%
disagree,4.25%,6.57%,1.42%,5.13%,2.29%,14.29%
strongly_disagree,1.42%,1.71%,0.85%,1.14%,1.14%,6.86%
na,0.57%,0.57%,3.12%,0.57%,0.57%,0.57%
responses,353.,350.,352.,351.,350.,350.
