,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,58.33%,58.33%,58.33%,58.33%,58.33%,58.33%
agree,25%,33.33%,25%,25%,25%,33.33%
neutral,8.33%,0%,0%,0%,16.67%,8.33%
disagree,0%,8.33%,0%,8.33%,0%,0%
strongly_disagree,8.33%,0%,16.67%,8.33%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,12.,12.,12.,12.,12.,12.
