,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,33.33%,33.33%,33.33%,33.33%,26.67%,26.67%
agree,33.33%,20%,40%,26.67%,33.33%,26.67%
neutral,13.33%,13.33%,6.67%,13.33%,13.33%,20%
disagree,0%,13.33%,0%,13.33%,6.67%,0%
strongly_disagree,20%,20%,20%,13.33%,20%,26.67%
na,0%,0%,0%,0%,0%,0%
responses,15.,15.,15.,15.,15.,15.
