,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,61.76%,26.09%,55.07%,39.13%,39.13%,18.84%
agree,22.06%,34.78%,27.54%,31.88%,39.13%,33.33%
neutral,13.24%,23.19%,8.7%,13.04%,13.04%,24.64%
disagree,1.47%,11.59%,0%,13.04%,7.25%,13.04%
strongly_disagree,0%,2.9%,0%,1.45%,0%,8.7%
na,1.47%,1.45%,8.7%,1.45%,1.45%,1.45%
responses,68.,69.,69.,69.,69.,69.
