,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,48.39%,37.5%,32.26%,48.48%,57.58%,30.3%
agree,9.68%,18.75%,32.26%,39.39%,24.24%,21.21%
neutral,32.26%,34.38%,32.26%,9.09%,15.15%,30.3%
disagree,3.23%,6.25%,0%,0%,0%,12.12%
strongly_disagree,3.23%,3.12%,0%,3.03%,3.03%,6.06%
na,3.23%,0%,3.23%,0%,0%,0%
responses,31.,32.,31.,33.,33.,33.
