,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,30.11%,21.51%,44.09%,35.48%,25%,17.2%
agree,38.71%,50.54%,34.41%,47.31%,44.57%,38.71%
neutral,16.13%,19.35%,19.35%,11.83%,16.3%,21.51%
disagree,10.75%,7.53%,1.08%,4.3%,11.96%,19.35%
strongly_disagree,4.3%,1.08%,1.08%,1.08%,2.17%,3.23%
na,0%,0%,0%,0%,0%,0%
responses,93.,93.,93.,93.,92.,93.
