,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,17.71%,18.59%,24.02%,19.63%,21.15%,17.23%
agree,36.46%,33.77%,36.03%,48.17%,42.3%,29.24%
neutral,23.96%,25.92%,29.24%,18.32%,21.41%,25.33%
disagree,13.54%,13.35%,5.22%,9.42%,10.44%,16.97%
strongly_disagree,7.81%,8.12%,3.39%,4.45%,4.7%,10.18%
na,0.52%,0.26%,2.09%,0%,0%,1.04%
responses,384.,382.,383.,382.,383.,383.
