,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,72%,64%,40%,44%,48%,60%
agree,12%,20%,44%,36%,40%,24%
neutral,12%,8%,12%,8%,4%,8%
disagree,4%,8%,0%,8%,4%,4%
strongly_disagree,0%,0%,0%,4%,4%,4%
na,0%,0%,4%,0%,0%,0%
responses,25.,25.,25.,25.,25.,25.
