,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,45%,50%,70%,60%,60%,50%
agree,30%,30%,15%,25%,25%,20%
neutral,15%,15%,10%,10%,5%,25%
disagree,10%,5%,5%,5%,10%,5%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,20.,20.,20.,20.,20.,20.
