,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,15.07%,22.22%,15.07%,17.81%,15.28%,27.4%
agree,17.81%,23.61%,10.96%,23.29%,30.56%,39.73%
neutral,20.55%,20.83%,34.25%,20.55%,20.83%,17.81%
disagree,24.66%,15.28%,17.81%,17.81%,20.83%,5.48%
strongly_disagree,17.81%,16.67%,17.81%,19.18%,11.11%,8.22%
na,4.11%,1.39%,4.11%,1.37%,1.39%,1.37%
responses,73.,72.,73.,73.,72.,73.
