,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,45.95%,55.56%,41.67%,44.44%,44.44%,57.14%
agree,27.03%,25%,36.11%,36.11%,36.11%,31.43%
neutral,21.62%,16.67%,16.67%,16.67%,13.89%,8.57%
disagree,2.7%,0%,2.78%,0%,2.78%,2.86%
strongly_disagree,2.7%,2.78%,0%,2.78%,2.78%,0%
na,0%,0%,2.78%,0%,0%,0%
responses,37.,36.,36.,36.,36.,35.
