,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,45.45%,50%,45.16%,50%,51.61%,53.12%
agree,27.27%,28.12%,35.48%,21.88%,29.03%,15.62%
neutral,18.18%,9.38%,12.9%,21.88%,12.9%,15.62%
disagree,3.03%,3.12%,3.23%,0%,0%,3.12%
strongly_disagree,6.06%,9.38%,3.23%,6.25%,6.45%,12.5%
na,0%,0%,0%,0%,0%,0%
responses,33.,32.,31.,32.,31.,32.
