,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,0%,0%,0%,0%,0%,0%
agree,60%,80%,80%,80%,60%,60%
neutral,40%,0%,20%,0%,0%,20%
disagree,0%,20%,0%,20%,20%,0%
strongly_disagree,0%,0%,0%,0%,20%,20%
na,0%,0%,0%,0%,0%,0%
responses,5.,5.,5.,5.,5.,5.
