,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,7.32%,78%,7.5%,50.94%,64.15%,58.49%
agree,0%,20%,0%,35.85%,32.08%,39.62%
neutral,2.44%,0%,2.5%,11.32%,3.77%,1.89%
disagree,0%,0%,0%,1.89%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,90.24%,2%,90%,0%,0%,0%
responses,41.,50.,40.,53.,53.,53.
