,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,0%,40%,0%,0%,0%,40%
agree,20%,0%,0%,60%,0%,20%
neutral,20%,20%,0%,0%,20%,20%
disagree,40%,40%,0%,0%,20%,20%
strongly_disagree,20%,0%,100%,40%,60%,0%
na,0%,0%,0%,0%,0%,0%
responses,5.,5.,5.,5.,5.,5.
