,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,35%,37.5%,27.5%,35%,35%,40%
agree,30%,35%,40%,32.5%,15%,27.5%
neutral,22.5%,10%,22.5%,20%,25%,25%
disagree,12.5%,12.5%,10%,7.5%,15%,7.5%
strongly_disagree,0%,5%,0%,5%,10%,0%
na,0%,0%,0%,0%,0%,0%
responses,40.,40.,40.,40.,40.,40.
