,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,34.48%,41.38%,37.93%,27.59%,27.59%,41.38%
agree,34.48%,37.93%,51.72%,24.14%,41.38%,31.03%
neutral,20.69%,10.34%,10.34%,20.69%,20.69%,13.79%
disagree,6.9%,6.9%,0%,17.24%,6.9%,13.79%
strongly_disagree,3.45%,3.45%,0%,10.34%,3.45%,0%
na,0%,0%,0%,0%,0%,0%
responses,29.,29.,29.,29.,29.,29.
