,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,57.14%,48.57%,32.35%,60%,45.71%,54.29%
agree,20%,25.71%,26.47%,31.43%,28.57%,20%
neutral,11.43%,14.29%,23.53%,2.86%,11.43%,20%
disagree,8.57%,2.86%,11.76%,5.71%,5.71%,2.86%
strongly_disagree,2.86%,8.57%,2.94%,0%,8.57%,2.86%
na,0%,0%,2.94%,0%,0%,0%
responses,35.,35.,34.,35.,35.,35.
