,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,65.71%,65.71%,58.82%,60%,60%,64.71%
agree,20%,17.14%,20.59%,25.71%,25.71%,11.76%
neutral,11.43%,14.29%,14.71%,8.57%,8.57%,20.59%
disagree,0%,0%,2.94%,2.86%,2.86%,0%
strongly_disagree,2.86%,2.86%,2.94%,2.86%,2.86%,2.94%
na,0%,0%,0%,0%,0%,0%
responses,35.,35.,34.,35.,35.,34.
