,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,37.09%,32.86%,34.74%,24.53%,36.62%,27.23%
agree,30.99%,37.56%,34.27%,29.72%,32.86%,36.15%
neutral,15.49%,15.96%,17.84%,19.34%,18.31%,21.13%
disagree,7.98%,6.1%,5.16%,11.79%,5.16%,8.45%
strongly_disagree,7.98%,7.04%,3.29%,14.15%,6.57%,6.57%
na,0.47%,0.47%,4.69%,0.47%,0.47%,0.47%
responses,213.,213.,213.,212.,213.,213.
