,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,47.06%,47.06%,52.94%,35.29%,35.29%,47.06%
agree,23.53%,29.41%,17.65%,35.29%,29.41%,29.41%
neutral,23.53%,11.76%,17.65%,17.65%,23.53%,11.76%
disagree,0%,5.88%,5.88%,0%,0%,5.88%
strongly_disagree,0%,0%,0%,5.88%,5.88%,0%
na,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%
responses,17.,17.,17.,17.,17.,17.
