,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,24.32%,24.66%,23.29%,10.81%,13.51%,17.57%
agree,29.73%,23.29%,36.99%,28.38%,31.08%,37.84%
neutral,21.62%,24.66%,27.4%,22.97%,24.32%,24.32%
disagree,12.16%,12.33%,6.85%,16.22%,16.22%,12.16%
strongly_disagree,12.16%,13.7%,5.48%,20.27%,14.86%,6.76%
na,0%,1.37%,0%,1.35%,0%,1.35%
responses,74.,73.,73.,74.,74.,74.
