,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,23.08%,5.77%,53.85%,33.33%,23.08%,1.92%
agree,38.46%,21.15%,19.23%,43.14%,32.69%,15.38%
neutral,28.85%,32.69%,19.23%,19.61%,19.23%,21.15%
disagree,7.69%,17.31%,0%,3.92%,23.08%,32.69%
strongly_disagree,1.92%,23.08%,0%,0%,1.92%,28.85%
na,0%,0%,7.69%,0%,0%,0%
responses,52.,52.,52.,51.,52.,52.
