,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,28.57%,36.36%,63.64%,45.45%,27.27%,45.45%
agree,47.62%,36.36%,18.18%,27.27%,40.91%,36.36%
neutral,14.29%,18.18%,13.64%,22.73%,18.18%,13.64%
disagree,4.76%,0%,0%,0%,9.09%,0%
strongly_disagree,4.76%,9.09%,0%,4.55%,4.55%,4.55%
na,0%,0%,4.55%,0%,0%,0%
responses,21.,22.,22.,22.,22.,22.
