,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,70.59%,64.71%,76.47%,70.59%,58.82%,70.59%
agree,23.53%,29.41%,23.53%,29.41%,35.29%,29.41%
neutral,5.88%,0%,0%,0%,0%,0%
disagree,0%,5.88%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,5.88%,0%
na,0%,0%,0%,0%,0%,0%
responses,17.,17.,17.,17.,17.,17.
