,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,35.29%,36%,37.25%,35.29%,42%,33.33%
agree,39.22%,42%,43.14%,43.14%,42%,35.29%
neutral,19.61%,16%,13.73%,13.73%,12%,25.49%
disagree,1.96%,2%,1.96%,3.92%,2%,1.96%
strongly_disagree,1.96%,2%,0%,1.96%,0%,0%
na,1.96%,2%,3.92%,1.96%,2%,3.92%
responses,51.,50.,51.,51.,50.,51.
