,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,13.64%,10.61%,18.18%,13.64%,18.46%,12.12%
agree,33.33%,39.39%,45.45%,25.76%,33.85%,36.36%
neutral,16.67%,25.76%,25.76%,21.21%,21.54%,30.3%
disagree,24.24%,15.15%,3.03%,25.76%,18.46%,13.64%
strongly_disagree,12.12%,9.09%,3.03%,13.64%,7.69%,7.58%
na,0%,0%,4.55%,0%,0%,0%
responses,66.,66.,66.,66.,65.,66.
