,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,32.09%,28.7%,31.94%,28.97%,30.05%,30.84%
agree,34.42%,33.8%,33.33%,42.99%,34.74%,39.72%
neutral,26.51%,30.09%,28.24%,22.43%,25.35%,22.9%
disagree,3.72%,3.7%,2.31%,3.27%,6.57%,4.21%
strongly_disagree,2.79%,3.24%,1.85%,1.4%,2.82%,1.87%
na,0.47%,0.46%,2.31%,0.93%,0.47%,0.47%
responses,215.,216.,216.,214.,213.,214.
