,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,52.52%,36.23%,41.01%,44.2%,46.76%,31.65%
agree,30.94%,31.88%,35.97%,40.58%,34.53%,25.18%
neutral,11.51%,15.94%,16.55%,10.87%,11.51%,18.71%
disagree,2.16%,10.14%,2.16%,0.72%,4.32%,14.39%
strongly_disagree,1.44%,4.35%,1.44%,2.17%,1.44%,8.63%
na,1.44%,1.45%,2.88%,1.45%,1.44%,1.44%
responses,139.,138.,139.,138.,139.,139.
