,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,26.32%,20.59%,37.84%,27.03%,24.32%,21.62%
agree,42.11%,38.24%,43.24%,43.24%,51.35%,35.14%
neutral,15.79%,26.47%,10.81%,16.22%,16.22%,40.54%
disagree,5.26%,2.94%,2.7%,8.11%,0%,2.7%
strongly_disagree,7.89%,5.88%,0%,5.41%,8.11%,0%
na,2.63%,5.88%,5.41%,0%,0%,0%
responses,38.,34.,37.,37.,37.,37.
