,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,44.44%,36.11%,36.11%,45.71%,47.22%,38.89%
agree,33.33%,41.67%,41.67%,40%,36.11%,30.56%
neutral,11.11%,11.11%,22.22%,5.71%,5.56%,27.78%
disagree,8.33%,5.56%,0%,2.86%,5.56%,2.78%
strongly_disagree,0%,2.78%,0%,2.86%,2.78%,0%
na,2.78%,2.78%,0%,2.86%,2.78%,0%
responses,36.,36.,36.,35.,36.,36.
