,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,60%,60%,60%,60%,40%,80%
agree,0%,20%,20%,20%,0%,20%
neutral,20%,20%,0%,0%,20%,0%
disagree,20%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,20%,20%,40%,0%
na,0%,0%,0%,0%,0%,0%
responses,5.,5.,5.,5.,5.,5.
