,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,75%,50%,62.5%,62.5%,50%,50%
agree,12.5%,0%,25%,12.5%,25%,25%
neutral,0%,25%,12.5%,25%,0%,0%
disagree,12.5%,12.5%,0%,0%,25%,12.5%
strongly_disagree,0%,12.5%,0%,0%,0%,12.5%
na,0%,0%,0%,0%,0%,0%
responses,8.,8.,8.,8.,8.,8.
