,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,52.94%,47.06%,64.71%,58.82%,47.06%,47.06%
agree,29.41%,29.41%,17.65%,23.53%,29.41%,41.18%
neutral,5.88%,11.76%,5.88%,0%,17.65%,0%
disagree,5.88%,0%,0%,5.88%,0%,5.88%
strongly_disagree,5.88%,11.76%,0%,11.76%,5.88%,5.88%
na,0%,0%,11.76%,0%,0%,0%
responses,17.,17.,17.,17.,17.,17.
