,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,51.61%,54.84%,48.39%,51.61%,51.61%,51.61%
agree,29.03%,19.35%,38.71%,35.48%,32.26%,25.81%
neutral,16.13%,25.81%,12.9%,12.9%,16.13%,19.35%
disagree,3.23%,0%,0%,0%,0%,3.23%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,31.,31.,31.,31.,31.,31.
