,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,66.22%,60.81%,58.9%,74.32%,67.57%,60.81%
agree,25.68%,24.32%,30.14%,16.22%,25.68%,25.68%
neutral,6.76%,9.46%,6.85%,6.76%,6.76%,8.11%
disagree,0%,4.05%,0%,0%,0%,4.05%
strongly_disagree,0%,1.35%,1.37%,1.35%,0%,1.35%
na,1.35%,0%,2.74%,1.35%,0%,0%
responses,74.,74.,73.,74.,74.,74.
