,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,52.63%,35%,52.63%,40%,40%,25%
agree,26.32%,45%,26.32%,40%,30%,45%
neutral,5.26%,15%,10.53%,5%,25%,20%
disagree,10.53%,5%,10.53%,15%,5%,10%
strongly_disagree,5.26%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,19.,20.,19.,20.,20.,20.
