,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,35.71%,42.86%,57.14%,35.71%,57.14%,50%
agree,57.14%,35.71%,28.57%,42.86%,28.57%,21.43%
neutral,7.14%,21.43%,14.29%,7.14%,7.14%,14.29%
disagree,0%,0%,0%,14.29%,7.14%,14.29%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,14.,14.,14.,14.,14.,14.
