,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,47.06%,23.53%,47.06%,23.53%,29.41%,23.53%
agree,52.94%,52.94%,52.94%,41.18%,52.94%,52.94%
neutral,0%,11.76%,0%,5.88%,5.88%,23.53%
disagree,0%,0%,0%,11.76%,11.76%,0%
strongly_disagree,0%,11.76%,0%,17.65%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,17.,17.,17.,17.,17.,17.
