,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,60%,60%,80%,53.33%,60%,53.33%
agree,33.33%,13.33%,20%,40%,33.33%,6.67%
neutral,6.67%,26.67%,0%,6.67%,6.67%,33.33%
disagree,0%,0%,0%,0%,0%,6.67%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,15.,15.,15.,15.,15.,15.
