,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,38.12%,30.82%,43.44%,36.11%,36.7%,32.62%
agree,35.12%,29.96%,38.49%,37.18%,37.98%,34.33%
neutral,16.27%,19.4%,13.33%,14.32%,14.81%,17.17%
disagree,6%,9.7%,2.15%,6.62%,4.72%,7.73%
strongly_disagree,3.43%,9.48%,1.29%,4.91%,4.94%,7.08%
na,1.07%,0.65%,1.29%,0.85%,0.86%,1.07%
responses,467.,464.,465.,468.,466.,466.
