,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,20%,40%,20%,40%,0%,0%
agree,20%,20%,20%,20%,40%,80%
neutral,20%,40%,40%,20%,20%,20%
disagree,20%,0%,0%,20%,20%,0%
strongly_disagree,20%,0%,20%,0%,20%,0%
na,0%,0%,0%,0%,0%,0%
responses,5.,5.,5.,5.,5.,5.
