,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,85%,75%,85%,75%,85%,70%
agree,15%,10%,10%,25%,15%,15%
neutral,0%,10%,5%,0%,0%,10%
disagree,0%,5%,0%,0%,0%,5%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,20.,20.,20.,20.,20.,20.
