,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,53.57%,53.57%,37.04%,32.14%,35.71%,57.14%
agree,28.57%,32.14%,22.22%,46.43%,32.14%,39.29%
neutral,3.57%,7.14%,11.11%,17.86%,21.43%,3.57%
disagree,10.71%,7.14%,14.81%,3.57%,7.14%,0%
strongly_disagree,3.57%,0%,3.7%,0%,3.57%,0%
na,0%,0%,11.11%,0%,0%,0%
responses,28.,28.,27.,28.,28.,28.
