,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,54.89%,22.12%,36.94%,22.3%,28.16%,17.28%
agree,29.67%,38.94%,38.14%,46.79%,44.52%,28.86%
neutral,9.95%,27.79%,18.56%,19.76%,18.89%,29.53%
disagree,2.23%,7.08%,1.55%,8.61%,5.73%,15.94%
strongly_disagree,1.72%,3.72%,0.52%,2.53%,2.7%,8.05%
na,1.54%,0.35%,4.3%,0%,0%,0.34%
responses,583.,565.,582.,592.,593.,596.
