,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,62.5%,68.75%,68.75%,62.5%,62.5%,60%
agree,25%,18.75%,12.5%,25%,25%,20%
neutral,12.5%,12.5%,12.5%,12.5%,12.5%,20%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,6.25%,0%,0%,0%
responses,16.,16.,16.,16.,16.,15.
