,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,73.33%,73.33%,80%,73.33%,64.29%,71.43%
agree,13.33%,13.33%,20%,13.33%,28.57%,28.57%
neutral,0%,6.67%,0%,0%,0%,0%
disagree,6.67%,6.67%,0%,13.33%,7.14%,0%
strongly_disagree,6.67%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,15.,15.,15.,15.,14.,14.
