,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,73.33%,78.57%,46.67%,60%,53.33%,66.67%
agree,13.33%,0%,20%,20%,26.67%,20%
neutral,13.33%,21.43%,33.33%,20%,20%,13.33%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,15.,14.,15.,15.,15.,15.
