,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,40%,50%,44.44%,50%,44.44%,30%
agree,40%,30%,55.56%,40%,44.44%,30%
neutral,10%,10%,0%,10%,0%,20%
disagree,10%,0%,0%,0%,11.11%,10%
strongly_disagree,0%,10%,0%,0%,0%,10%
na,0%,0%,0%,0%,0%,0%
responses,10.,10.,9.,10.,9.,10.
