,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,62.96%,61.11%,48.15%,46.3%,46.3%,48.15%
agree,25.93%,22.22%,35.19%,44.44%,38.89%,37.04%
neutral,5.56%,7.41%,7.41%,5.56%,9.26%,14.81%
disagree,3.7%,7.41%,3.7%,0%,3.7%,0%
strongly_disagree,1.85%,1.85%,1.85%,3.7%,1.85%,0%
na,0%,0%,3.7%,0%,0%,0%
responses,54.,54.,54.,54.,54.,54.
