,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,75%,68.75%,75%,62.5%,56.25%,68.75%
agree,12.5%,12.5%,25%,25%,18.75%,18.75%
neutral,0%,12.5%,0%,12.5%,12.5%,6.25%
disagree,12.5%,0%,0%,0%,12.5%,6.25%
strongly_disagree,0%,6.25%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,16.,16.,16.,16.,16.,16.
