,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,30.4%,30.39%,28.37%,30.8%,32.04%,28.57%
agree,37.96%,37.81%,37.41%,42.83%,35.74%,38.98%
neutral,19.86%,20.49%,25.53%,17.88%,17.08%,21.34%
disagree,7.38%,7.07%,3.9%,5.49%,9.33%,6.88%
strongly_disagree,3.87%,4.06%,1.77%,2.83%,5.81%,4.06%
na,0.53%,0.18%,3.01%,0.18%,0%,0.18%
responses,569.,566.,564.,565.,568.,567.
