,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,22.22%,23.86%,21.7%,24.16%,30.9%,22.6%
agree,37.04%,44.89%,32.08%,44.94%,50.56%,35.03%
neutral,25.93%,21.59%,33.96%,16.29%,12.36%,27.12%
disagree,7.41%,6.82%,4.72%,8.99%,2.25%,9.04%
strongly_disagree,2.78%,2.84%,3.77%,5.62%,3.93%,6.21%
na,4.63%,0%,3.77%,0%,0%,0%
responses,108.,176.,106.,178.,178.,177.
