,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,38.89%,44.44%,33.33%,41.18%,44.44%,33.33%
agree,44.44%,33.33%,44.44%,41.18%,27.78%,50%
neutral,11.11%,16.67%,16.67%,17.65%,22.22%,11.11%
disagree,5.56%,0%,0%,0%,0%,5.56%
strongly_disagree,0%,5.56%,0%,0%,5.56%,0%
na,0%,0%,5.56%,0%,0%,0%
responses,18.,18.,18.,17.,18.,18.
