,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,4.35%,6.96%,6.09%,6.96%,12.17%,10.43%
agree,21.74%,21.74%,26.09%,37.39%,37.39%,26.96%
neutral,19.13%,26.09%,33.04%,20.87%,17.39%,26.96%
disagree,20.87%,14.78%,15.65%,15.65%,12.17%,15.65%
strongly_disagree,33.04%,29.57%,14.78%,18.26%,20%,19.13%
na,0.87%,0.87%,4.35%,0.87%,0.87%,0.87%
responses,115.,115.,115.,115.,115.,115.
