,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,75.41%,55%,73.77%,65.57%,60.66%,29.51%
agree,19.67%,35%,24.59%,31.15%,27.87%,34.43%
neutral,4.92%,8.33%,1.64%,1.64%,11.48%,21.31%
disagree,0%,0%,0%,1.64%,0%,11.48%
strongly_disagree,0%,1.67%,0%,0%,0%,3.28%
na,0%,0%,0%,0%,0%,0%
responses,61.,60.,61.,61.,61.,61.
