,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,16.87%,14.46%,20.48%,16.87%,18.07%,13.25%
agree,18.07%,12.05%,28.92%,30.12%,24.1%,10.84%
neutral,25.3%,26.51%,43.37%,30.12%,31.33%,30.12%
disagree,14.46%,16.87%,1.2%,13.25%,14.46%,28.92%
strongly_disagree,22.89%,27.71%,3.61%,8.43%,10.84%,16.87%
na,2.41%,2.41%,2.41%,1.2%,1.2%,0%
responses,83.,83.,83.,83.,83.,83.
