,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,52.63%,36.84%,36.84%,36.84%,36.84%,31.58%
agree,31.58%,26.32%,57.89%,26.32%,47.37%,31.58%
neutral,10.53%,15.79%,5.26%,5.26%,5.26%,21.05%
disagree,5.26%,15.79%,0%,21.05%,10.53%,15.79%
strongly_disagree,0%,5.26%,0%,10.53%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,19.,19.,19.,19.,19.,19.
