,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,19.89%,31.84%,16.67%,16.02%,23.46%,38.89%
agree,26.52%,33.52%,26.67%,34.81%,34.08%,34.44%
neutral,18.78%,12.29%,20%,18.23%,16.76%,15%
disagree,14.92%,11.17%,12.78%,12.15%,11.73%,6.11%
strongly_disagree,19.34%,11.17%,18.89%,18.23%,13.97%,5%
na,0.55%,0%,5%,0.55%,0%,0.56%
responses,181.,179.,180.,181.,179.,180.
