,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,55.67%,50.53%,44.33%,53.12%,55.67%,43.3%
agree,32.99%,38.95%,37.11%,35.42%,36.08%,36.08%
neutral,9.28%,8.42%,15.46%,10.42%,8.25%,19.59%
disagree,0%,1.05%,0%,0%,0%,0%
strongly_disagree,0%,1.05%,0%,0%,0%,1.03%
na,2.06%,0%,3.09%,1.04%,0%,0%
responses,97.,95.,97.,96.,97.,97.
